日期,累计确诊,累计疑似,累计治愈,累计死亡,累计重症,当日新增确诊,当日新增疑似,当日新增治愈,当日新增死亡,当日新增重症,当日现存确诊,名称
2020-03-30,127,0,38,1,0,7,0.0,13,0,0.0,88,文莱
2020-03-08,1,0,0,0,0,1,0.0,0,0,0.0,1,法罗群岛
2020-03-13,2,0,0,0,0,1,0.0,0,0,0.0,2,法罗群岛
2020-03-14,3,0,0,0,0,1,0.0,0,0,0.0,3,法罗群岛
2020-03-29,140,0,0,0,0,137,0.0,0,0,0.0,140,法罗群岛
2020-03-30,159,0,0,0,0,19,0.0,0,0,0.0,159,法罗群岛
2020-03-08,2,0,0,0,0,2,0.0,0,0,0.0,2,马提尼克岛
2020-03-13,4,0,0,0,0,2,0.0,0,0,0.0,4,马提尼克岛
2020-03-14,6,0,0,0,0,2,0.0,0,0,0.0,6,马提尼克岛
2020-03-26,57,0,0,1,0,51,0.0,0,1,0.0,56,马提尼克岛
2020-03-30,91,0,0,1,0,34,0.0,0,0,0.0,90,马提尼克岛
2020-02-27,1,0,0,0,0,1,0.0,0,0,,1,荷兰
2020-02-28,2,0,0,0,0,1,0.0,0,0,,2,荷兰
2020-02-29,7,0,0,0,0,5,0.0,0,0,,7,荷兰
2020-03-01,10,0,0,0,0,3,0.0,0,0,,10,荷兰
2020-03-02,18,0,0,0,0,8,0.0,0,0,,18,荷兰
2020-03-03,24,0,0,0,0,6,0.0,0,0,0.0,24,荷兰
2020-03-04,38,0,0,0,0,14,0.0,0,0,0.0,38,荷兰
2020-03-05,82,0,0,0,0,44,0.0,0,0,0.0,82,荷兰
2020-03-06,128,0,0,1,0,46,0.0,0,1,0.0,127,荷兰
2020-03-07,188,0,0,1,0,60,0.0,0,0,0.0,187,荷兰
2020-03-08,265,0,0,3,0,77,0.0,0,2,0.0,262,荷兰
2020-03-09,321,0,0,3,0,56,0.0,0,0,0.0,318,荷兰
2020-03-10,382,0,0,3,0,61,0.0,0,0,0.0,379,荷兰
2020-03-11,503,0,0,5,0,121,0.0,0,2,0.0,498,荷兰
2020-03-12,614,0,0,5,0,111,0.0,0,0,0.0,609,荷兰
2020-03-13,804,0,0,10,0,190,0.0,0,5,0.0,794,荷兰
2020-03-14,959,0,0,12,0,155,0.0,0,2,0.0,947,荷兰
2020-03-15,1135,0,0,20,0,176,0.0,0,8,0.0,1115,荷兰
2020-03-16,1413,0,0,24,0,278,0.0,0,4,0.0,1389,荷兰
2020-03-17,1705,0,0,43,0,292,0.0,0,19,0.0,1662,荷兰
2020-03-18,2051,0,0,58,0,346,0.0,0,15,0.0,1993,荷兰
2020-03-19,2460,0,0,76,0,409,0.0,0,18,0.0,2384,荷兰
2020-03-20,2994,0,0,106,0,534,0.0,0,30,0.0,2888,荷兰
2020-03-21,3631,0,0,136,0,637,0.0,0,30,0.0,3495,荷兰
2020-03-22,4204,0,0,179,0,573,0.0,0,43,0.0,4025,荷兰
2020-03-23,4749,0,0,213,0,545,0.0,0,34,0.0,4536,荷兰
2020-03-24,5560,0,0,276,0,811,0.0,0,63,0.0,5284,荷兰
2020-03-25,6412,0,0,356,0,852,0.0,0,80,0.0,6056,荷兰
2020-03-26,7431,0,2500,434,0,1019,0.0,2500,78,0.0,4497,荷兰
2020-03-27,8641,0,253,546,0,1210,0.0,0,112,0.0,7842,荷兰
2020-03-28,9762,0,253,639,0,1121,0.0,0,93,0.0,8870,荷兰
2020-03-29,10866,0,253,771,0,1104,0.0,0,132,0.0,9842,荷兰
2020-03-30,11750,0,253,864,0,884,0.0,0,93,0.0,10633,荷兰
2020-04-01,12667,0,253,1040,0,917,0.0,0,176,0.0,11374,荷兰
2020-02-25,1,0,0,0,0,1,0.0,0,0,,1,巴西
2020-02-29,2,0,0,0,0,1,0.0,0,0,,2,巴西
2020-03-04,3,0,0,0,0,1,0.0,0,0,0.0,3,巴西
2020-03-05,8,0,0,0,0,5,0.0,0,0,0.0,8,巴西
2020-03-06,13,0,0,0,0,5,0.0,0,0,0.0,13,巴西
2020-03-07,19,0,0,0,0,6,0.0,0,0,0.0,19,巴西
2020-03-08,25,0,0,0,0,6,0.0,0,0,0.0,25,巴西
2020-03-10,34,0,0,0,0,9,0.0,0,0,0.0,34,巴西
2020-03-11,52,0,0,0,0,18,0.0,0,0,0.0,52,巴西
2020-03-12,52,0,0,0,0,0,,0,0,,52,巴西
2020-03-13,98,0,0,0,0,46,0.0,0,0,0.0,98,巴西
2020-03-14,151,0,0,0,0,53,0.0,0,0,0.0,151,巴西
2020-03-15,200,0,0,0,0,49,0.0,0,0,0.0,200,巴西
2020-03-16,234,0,0,1,0,34,0.0,0,1,0.0,233,巴西
2020-03-17,291,0,0,1,0,57,0.0,0,0,0.0,290,巴西
2020-03-18,514,0,0,4,0,223,0.0,0,3,0.0,510,巴西
2020-03-19,621,0,0,4,0,107,0.0,0,0,0.0,617,巴西
2020-03-20,904,0,0,11,0,283,0.0,0,7,0.0,893,巴西
2020-03-21,1128,0,0,18,0,224,0.0,0,7,0.0,1110,巴西
2020-03-22,1546,0,0,25,0,418,0.0,0,7,0.0,1521,巴西
2020-03-23,1891,0,0,34,0,345,0.0,0,9,0.0,1857,巴西
2020-03-24,2201,0,0,46,0,310,0.0,0,12,0.0,2155,巴西
2020-03-25,2433,0,0,57,0,232,0.0,0,11,0.0,2376,巴西
2020-03-26,2915,0,0,77,0,482,0.0,0,20,0.0,2838,巴西
2020-03-27,3417,0,6,92,0,502,0.0,6,15,0.0,3319,巴西
2020-03-28,3904,0,6,111,0,487,0.0,0,19,0.0,3787,巴西
2020-03-29,4256,0,6,136,0,352,0.0,0,25,0.0,4114,巴西
2020-03-30,4579,0,120,159,0,323,0.0,114,23,0.0,4300,巴西
2020-03-31,5717,0,127,201,0,1138,0.0,7,42,0.0,5389,巴西
2020-03-11,2,0,0,0,0,2,0.0,0,0,0.0,2,洪都拉斯
2020-03-16,6,0,0,0,0,4,0.0,0,0,0.0,6,洪都拉斯
2020-03-17,9,0,0,0,0,3,0.0,0,0,0.0,9,洪都拉斯
2020-03-18,12,0,0,0,0,3,0.0,0,0,0.0,12,洪都拉斯
2020-03-19,24,0,0,0,0,12,0.0,0,0,0.0,24,洪都拉斯
2020-03-25,52,0,0,0,0,28,0.0,0,0,0.0,52,洪都拉斯
2020-03-26,68,0,0,1,0,16,0.0,0,1,0.0,67,洪都拉斯
2020-03-29,110,0,0,1,0,42,0.0,0,0,0.0,109,洪都拉斯
2020-03-30,139,0,3,3,0,29,0.0,3,2,0.0,133,洪都拉斯
2020-03-13,4,0,0,0,0,4,0.0,0,0,0.0,4,乌拉圭
2020-03-14,6,0,0,0,0,2,0.0,0,0,0.0,6,乌拉圭
2020-03-17,50,0,0,0,0,44,0.0,0,0,0.0,50,乌拉圭
2020-03-18,79,0,2,0,0,29,0.0,2,0,0.0,77,乌拉圭
2020-03-19,94,0,2,0,0,15,0.0,0,0,0.0,92,乌拉圭
2020-03-20,110,0,2,0,0,16,0.0,0,0,0.0,108,乌拉圭
2020-03-21,135,0,2,0,0,25,0.0,0,0,0.0,133,乌拉圭
2020-03-22,158,0,2,0,0,23,0.0,0,0,0.0,156,乌拉圭
2020-03-24,189,0,2,0,0,31,0.0,0,0,0.0,187,乌拉圭
2020-03-25,217,0,6,0,0,28,0.0,4,0,0.0,211,乌拉圭
2020-03-26,238,0,6,0,0,21,0.0,0,0,0.0,232,乌拉圭
2020-03-27,274,0,6,0,0,36,0.0,0,0,0.0,268,乌拉圭
2020-03-28,303,0,6,1,0,29,0.0,0,1,0.0,296,乌拉圭
2020-03-29,310,0,6,1,0,7,0.0,0,0,0.0,303,乌拉圭
2020-03-30,320,0,6,1,0,10,0.0,0,0,0.0,313,乌拉圭
2020-03-31,338,0,41,1,0,18,0.0,35,0,0.0,296,乌拉圭
2020-03-06,1,0,0,0,0,1,0.0,0,0,0.0,1,秘鲁
2020-03-07,6,0,0,0,0,5,0.0,0,0,0.0,6,秘鲁
2020-03-08,7,0,0,0,0,1,0.0,0,0,0.0,7,秘鲁
2020-03-10,11,0,0,0,0,4,0.0,0,0,0.0,11,秘鲁
2020-03-13,28,0,0,0,0,17,0.0,0,0,0.0,28,秘鲁
2020-03-14,43,0,0,0,0,15,0.0,0,0,0.0,43,秘鲁
2020-03-15,71,0,0,0,0,28,0.0,0,0,0.0,71,秘鲁
2020-03-16,86,0,0,0,0,15,0.0,0,0,0.0,86,秘鲁
2020-03-17,117,0,0,0,0,31,0.0,0,0,0.0,117,秘鲁
2020-03-18,145,0,0,0,0,28,0.0,0,0,0.0,145,秘鲁
2020-03-19,234,0,0,1,0,89,0.0,0,1,0.0,233,秘鲁
2020-03-20,263,0,0,4,0,29,0.0,0,3,0.0,259,秘鲁
2020-03-22,363,0,0,5,0,100,0.0,0,1,0.0,358,秘鲁
2020-03-23,395,0,0,5,0,32,0.0,0,0,0.0,390,秘鲁
2020-03-24,416,0,0,5,0,21,0.0,0,0,0.0,411,秘鲁
2020-03-25,480,0,0,5,0,64,0.0,0,0,0.0,475,秘鲁
2020-03-26,580,0,14,9,0,100,0.0,14,4,0.0,557,秘鲁
2020-03-27,635,0,14,11,0,55,0.0,0,2,0.0,610,秘鲁
2020-03-28,671,0,14,16,0,36,0.0,0,5,0.0,641,秘鲁
2020-03-29,852,0,14,18,0,181,0.0,0,2,0.0,820,秘鲁
2020-03-30,950,0,14,24,0,98,0.0,0,6,0.0,912,秘鲁
2020-03-31,1065,0,394,30,0,115,0.0,380,6,0.0,641,秘鲁
2020-03-03,1,0,0,0,0,1,0.0,0,0,0.0,1,智利
2020-03-04,3,0,0,0,0,2,0.0,0,0,0.0,3,智利
2020-03-05,4,0,0,0,0,1,0.0,0,0,0.0,4,智利
2020-03-07,7,0,0,0,0,3,0.0,0,0,0.0,7,智利
2020-03-08,10,0,0,0,0,3,0.0,0,0,0.0,10,智利
2020-03-10,13,0,0,0,0,3,0.0,0,0,0.0,13,智利
2020-03-11,23,0,0,0,0,10,0.0,0,0,0.0,23,智利
2020-03-12,33,0,0,0,0,10,0.0,0,0,0.0,33,智利
2020-03-13,43,0,0,0,0,10,0.0,0,0,0.0,43,智利
2020-03-14,61,0,0,0,0,18,0.0,0,0,0.0,61,智利
2020-03-15,75,0,0,0,0,14,0.0,0,0,0.0,75,智利
2020-03-16,156,0,0,0,0,81,0.0,0,0,0.0,156,智利
2020-03-17,201,0,0,0,0,45,0.0,0,0,0.0,201,智利
2020-03-18,238,0,0,0,0,37,0.0,0,0,0.0,238,智利
2020-03-19,342,0,5,0,0,104,0.0,5,0,0.0,337,智利
2020-03-20,434,0,5,0,0,92,0.0,0,0,0.0,429,智利
2020-03-21,537,0,5,1,0,103,0.0,0,1,0.0,531,智利
2020-03-22,632,0,5,1,0,95,0.0,0,0,0.0,626,智利
2020-03-23,746,0,11,2,0,114,0.0,6,1,0.0,733,智利
2020-03-24,922,0,17,2,0,176,0.0,6,0,0.0,903,智利
2020-03-25,1142,0,17,2,0,220,0.0,0,0,0.0,1123,智利
2020-03-26,1306,0,22,3,0,164,0.0,5,1,0.0,1281,智利
2020-03-27,1610,0,43,5,0,304,0.0,21,2,0.0,1562,智利
2020-03-28,1909,0,43,6,0,299,0.0,0,1,0.0,1860,智利
2020-03-29,2139,0,75,7,0,230,0.0,32,1,0.0,2057,智利
2020-03-30,2449,0,156,8,0,310,0.0,81,1,0.0,2285,智利
2020-03-31,2738,0,156,12,0,289,0.0,0,4,0.0,2570,智利
2020-03-16,1,0,0,0,0,1,0.0,0,0,0.0,1,格陵兰
2020-03-06,1,0,0,0,0,1,0.0,0,0,0.0,1,圣巴托洛谬岛
2020-03-07,2,0,0,0,0,2,0.0,0,0,0.0,2,马尔代夫
2020-03-08,4,0,0,0,0,2,0.0,0,0,0.0,4,马尔代夫
2020-03-09,6,0,0,0,0,2,0.0,0,0,0.0,6,马尔代夫
2020-03-13,9,0,0,0,0,3,0.0,0,0,0.0,9,马尔代夫
2020-03-14,10,0,0,0,0,1,0.0,0,0,0.0,10,马尔代夫
2020-03-15,13,0,0,0,0,3,0.0,0,0,0.0,13,马尔代夫
2020-03-29,17,0,11,0,0,4,0.0,11,0,0.0,6,马尔代夫
2020-03-13,2,0,0,0,0,2,0.0,0,0,0.0,2,委内瑞拉
2020-03-14,10,0,0,0,0,8,0.0,0,0,0.0,10,委内瑞拉
2020-03-15,17,0,0,0,0,7,0.0,0,0,0.0,17,委内瑞拉
2020-03-16,33,0,0,0,0,16,0.0,0,0,0.0,33,委内瑞拉
2020-03-17,36,0,0,0,0,3,0.0,0,0,0.0,36,委内瑞拉
2020-03-19,42,0,0,0,0,6,0.0,0,0,0.0,42,委内瑞拉
2020-03-21,70,0,0,0,0,28,0.0,0,0,0.0,70,委内瑞拉
2020-03-22,77,0,0,0,0,7,0.0,0,0,0.0,77,委内瑞拉
2020-03-23,84,0,0,0,0,7,0.0,0,0,0.0,84,委内瑞拉
2020-03-24,91,0,0,0,0,7,0.0,0,0,0.0,91,委内瑞拉
2020-03-25,106,0,0,0,0,15,0.0,0,0,0.0,106,委内瑞拉
2020-03-26,107,0,15,1,0,1,0.0,15,1,0.0,91,委内瑞拉
2020-03-27,113,0,15,1,0,6,0.0,0,0,0.0,97,委内瑞拉
2020-03-30,119,0,39,3,0,6,0.0,24,2,0.0,77,委内瑞拉
2020-03-13,1,0,0,0,0,1,0.0,0,0,0.0,1,毛里塔尼亚
2020-03-14,1,0,0,0,0,0,0.0,0,0,0.0,1,毛里塔尼亚
2020-03-19,2,0,0,0,0,1,0.0,0,0,0.0,2,毛里塔尼亚
2020-03-22,2,0,0,0,0,0,,0,0,,2,毛里塔尼亚
2020-03-26,3,0,0,0,0,1,0.0,0,0,0.0,3,毛里塔尼亚
2020-03-28,5,0,0,0,0,2,0.0,0,0,0.0,5,毛里塔尼亚
2020-03-29,5,0,2,0,0,0,0.0,2,0,0.0,3,毛里塔尼亚
2020-03-31,6,0,2,1,0,1,0.0,0,1,0.0,3,毛里塔尼亚
2020-03-14,2,0,0,0,0,2,0.0,0,0,0.0,2,纳米比亚
2020-03-22,3,0,0,0,0,1,0.0,0,0,0.0,3,纳米比亚
2020-03-23,4,0,0,0,0,1,0.0,0,0,0.0,4,纳米比亚
2020-03-24,7,0,0,0,0,3,0.0,0,0,0.0,7,纳米比亚
2020-03-26,8,0,0,0,0,1,0.0,0,0,0.0,8,纳米比亚
2020-03-28,11,0,0,0,0,3,0.0,0,0,0.0,11,纳米比亚
2020-03-13,3,0,0,0,0,3,0.0,0,0,0.0,3,法属留尼汪岛
2020-03-14,5,0,0,0,0,2,0.0,0,0,0.0,5,法属留尼汪岛
2020-03-20,28,0,0,0,0,23,0.0,0,0,0.0,28,法属留尼汪岛
2020-03-14,3,0,0,0,0,3,0.0,0,0,0.0,3,波多黎各
2020-03-25,23,0,0,0,0,20,0.0,0,0,0.0,23,波多黎各
2020-03-27,31,0,0,2,0,8,0.0,0,2,0.0,29,波多黎各
2020-03-13,2,0,0,0,0,2,0.0,0,0,0.0,2,加纳
2020-03-15,6,0,0,0,0,4,0.0,0,0,0.0,6,加纳
2020-03-17,7,0,0,0,0,1,0.0,0,0,0.0,7,加纳
2020-03-19,11,0,0,0,0,4,0.0,0,0,0.0,11,加纳
2020-03-20,19,0,0,0,0,8,0.0,0,0,0.0,19,加纳
2020-03-21,21,0,0,1,0,2,0.0,0,1,0.0,20,加纳
2020-03-22,24,0,0,1,0,3,0.0,0,0,0.0,23,加纳
2020-03-23,27,0,0,2,0,3,0.0,0,1,0.0,25,加纳
2020-03-24,53,0,0,2,0,26,0.0,0,0,0.0,51,加纳
2020-03-25,68,0,0,3,0,15,0.0,0,1,0.0,65,加纳
2020-03-26,132,0,0,4,0,64,0.0,0,1,0.0,128,加纳
2020-03-27,137,0,2,4,0,5,0.0,2,0,0.0,131,加纳
2020-03-28,141,0,2,5,0,4,0.0,0,1,0.0,134,加纳
2020-03-30,152,0,2,5,0,11,0.0,0,0,0.0,145,加纳
2020-03-31,161,0,3,5,0,9,0.0,1,0,0.0,153,加纳
2020-03-14,1,0,0,0,0,1,0.0,0,0,0.0,1,赤道几内亚
2020-03-17,3,0,0,0,0,2,0.0,0,0,0.0,3,赤道几内亚
2020-03-19,6,0,0,0,0,3,0.0,0,0,0.0,6,赤道几内亚
2020-03-22,9,0,0,0,0,3,0.0,0,0,0.0,9,赤道几内亚
2020-03-25,11,0,0,0,0,2,0.0,0,0,0.0,11,赤道几内亚
2020-03-26,12,0,0,0,0,1,0.0,0,0,0.0,12,赤道几内亚
2020-03-28,13,0,0,0,0,1,0.0,0,0,0.0,13,赤道几内亚
2020-03-29,14,0,0,0,0,1,0.0,0,0,0.0,14,赤道几内亚
2020-03-31,15,0,1,0,0,1,0.0,1,0,0.0,14,赤道几内亚
2020-03-13,1,0,0,0,0,1,0.0,0,0,0.0,1,几内亚
2020-03-18,2,0,0,0,0,1,0.0,0,0,0.0,2,几内亚
2020-03-23,4,0,0,0,0,2,0.0,0,0,0.0,4,几内亚
2020-03-28,9,0,0,0,0,5,0.0,0,0,0.0,9,几内亚
2020-03-29,16,0,1,0,0,7,0.0,1,0,0.0,15,几内亚
2020-03-30,22,0,1,0,0,6,0.0,0,0,0.0,21,几内亚
2020-03-14,1,0,0,0,0,1,0.0,0,0,0.0,1,卢旺达
2020-03-15,5,0,0,0,0,4,0.0,0,0,0.0,5,卢旺达
2020-03-18,11,0,0,0,0,6,0.0,0,0,0.0,11,卢旺达
2020-03-20,17,0,0,0,0,6,0.0,0,0,0.0,17,卢旺达
2020-03-22,19,0,0,0,0,2,0.0,0,0,0.0,19,卢旺达
2020-03-23,36,0,0,0,0,17,0.0,0,0,0.0,36,卢旺达
2020-03-24,40,0,0,0,0,4,0.0,0,0,0.0,40,卢旺达
2020-03-25,41,0,0,0,0,1,0.0,0,0,0.0,41,卢旺达
2020-03-26,50,0,0,0,0,9,0.0,0,0,0.0,50,卢旺达
2020-03-27,54,0,0,0,0,4,0.0,0,0,0.0,54,卢旺达
2020-03-28,60,0,0,0,0,6,0.0,0,0,0.0,60,卢旺达
2020-03-29,70,0,0,0,0,10,0.0,0,0,0.0,70,卢旺达
2020-03-30,70,0,0,0,0,0,0.0,0,0,0.0,70,卢旺达
2020-03-31,75,0,0,0,0,5,0.0,0,0,0.0,75,卢旺达
2020-03-26,1,0,0,0,0,1,0.0,0,0,0.0,1,格林纳达
2020-03-27,7,0,0,0,0,6,0.0,0,0,0.0,7,格林纳达
2020-03-30,9,0,1,0,0,2,0.0,1,0,0.0,8,格林纳达
2020-03-14,1,0,0,0,0,1,0.0,0,0,0.0,1,斯威士兰
2020-03-22,4,0,0,0,0,3,0.0,0,0,0.0,4,斯威士兰
2020-03-23,5,0,0,0,0,1,0.0,0,0,0.0,5,斯威士兰
2020-03-26,8,0,0,0,0,3,0.0,0,0,0.0,8,斯威士兰
2020-03-16,1,0,0,0,0,1,0.0,0,0,0.0,1,坦桑尼亚
2020-03-19,6,0,0,0,0,5,0.0,0,0,0.0,6,坦桑尼亚
2020-03-22,12,0,0,0,0,6,0.0,0,0,0.0,12,坦桑尼亚
2020-03-25,13,0,1,0,0,1,0.0,1,0,0.0,12,坦桑尼亚
2020-03-28,14,0,1,0,0,1,0.0,0,0,0.0,13,坦桑尼亚
2020-03-30,19,0,1,0,0,5,0.0,0,0,0.0,18,坦桑尼亚
2020-03-16,1,0,0,0,0,1,0.0,0,0,0.0,1,贝宁
2020-03-22,2,0,0,0,0,1,0.0,0,0,0.0,2,贝宁
2020-03-23,5,0,0,0,0,3,0.0,0,0,0.0,5,贝宁
2020-03-26,6,0,0,0,0,1,0.0,0,0,0.0,6,贝宁
2020-03-12,2,0,0,0,0,2,0.0,0,0,0.0,2,刚果（金）
2020-03-14,2,0,0,0,0,0,,0,0,,2,刚果（金）
2020-03-15,3,0,0,0,0,1,0.0,0,0,0.0,3,刚果（金）
2020-03-18,14,0,0,0,0,11,0.0,0,0,0.0,14,刚果（金）
2020-03-20,18,0,0,0,0,4,0.0,0,0,0.0,18,刚果（金）
2020-03-21,23,0,0,1,0,5,0.0,0,1,0.0,22,刚果（金）
2020-03-22,30,0,0,2,0,7,0.0,0,1,0.0,28,刚果（金）
2020-03-23,36,0,0,2,0,6,0.0,0,0,0.0,34,刚果（金）
2020-03-24,48,0,1,3,0,12,0.0,1,1,0.0,44,刚果（金）
2020-03-26,51,0,2,4,0,3,0.0,1,1,0.0,45,刚果（金）
2020-03-27,54,0,2,5,0,3,0.0,0,1,0.0,47,刚果（金）
2020-03-28,65,0,3,6,0,11,0.0,1,1,0.0,56,刚果（金）
2020-03-29,81,0,3,8,0,16,0.0,0,2,0.0,70,刚果（金）
2020-03-30,98,0,3,8,0,17,0.0,0,0,0.0,87,刚果（金）
2020-03-31,109,0,3,8,0,11,0.0,0,0,0.0,98,刚果（金）
2020-03-14,1,0,0,0,0,1,0.0,0,0,0.0,1,中非共和国
2020-03-20,3,0,0,0,0,2,0.0,0,0,0.0,3,中非共和国
2020-03-22,4,0,0,0,0,1,0.0,0,0,0.0,4,中非共和国
2020-03-28,6,0,0,0,0,2,0.0,0,0,0.0,6,中非共和国
2020-03-16,1,0,0,0,0,1,0.0,0,0,0.0,1,利比里亚
2020-03-20,3,0,0,0,0,2,0.0,0,0,0.0,3,利比里亚
2020-03-16,1,0,0,0,0,1,0.0,0,0,0.0,1,索马里
2020-03-26,2,0,0,0,0,1,0.0,0,0,0.0,2,索马里
2020-03-27,3,0,0,0,0,1,0.0,0,0,0.0,3,索马里
2020-03-31,5,0,0,0,0,2,0.0,0,0,0.0,5,索马里
2020-03-19,1,0,0,0,0,1,0.0,0,0,0.0,1,乍得
2020-03-23,3,0,0,0,0,2,0.0,0,0,0.0,3,乍得
2020-03-24,3,0,0,0,0,0,,0,0,,3,乍得
2020-03-30,5,0,0,0,0,2,0.0,0,0,0.0,5,乍得
2020-03-18,2,0,0,0,0,2,0.0,0,0,0.0,2,赞比亚
2020-03-22,3,0,0,0,0,1,0.0,0,0,0.0,3,赞比亚
2020-03-25,12,0,0,0,0,9,0.0,0,0,0.0,12,赞比亚
2020-03-26,16,0,0,0,0,4,0.0,0,0,0.0,16,赞比亚
2020-03-27,22,0,0,0,0,6,0.0,0,0,0.0,22,赞比亚
2020-03-28,28,0,0,0,0,6,0.0,0,0,0.0,28,赞比亚
2020-03-30,35,0,0,0,0,7,0.0,0,0,0.0,35,赞比亚
2020-03-31,36,0,0,0,0,1,0.0,0,0,0.0,36,赞比亚
2020-03-17,2,0,0,0,0,2,0.0,0,0,0.0,2,巴巴多斯
2020-03-25,18,0,0,0,0,16,0.0,0,0,0.0,18,巴巴多斯
2020-03-27,24,0,0,0,0,6,0.0,0,0,0.0,24,巴巴多斯
2020-03-30,33,0,0,0,0,9,0.0,0,0,0.0,33,巴巴多斯
2020-03-25,2,0,0,0,0,2,0.0,0,0,0.0,2,马里
2020-03-27,11,0,0,0,0,9,0.0,0,0,0.0,11,马里
2020-03-28,18,0,0,1,0,7,0.0,0,1,0.0,17,马里
2020-03-29,20,0,0,1,0,2,0.0,0,0,0.0,19,马里
2020-03-30,25,0,0,2,0,5,0.0,0,1,0.0,23,马里
2020-03-03,1,0,0,0,0,1,0.0,0,0,0.0,1,阿根廷
2020-03-05,2,0,0,0,0,1,0.0,0,0,0.0,2,阿根廷
2020-03-06,2,0,0,0,0,0,,0,0,,2,阿根廷
2020-03-07,9,0,0,1,0,7,0.0,0,1,0.0,8,阿根廷
2020-03-08,12,0,0,1,0,3,0.0,0,0,0.0,11,阿根廷
2020-03-09,17,0,0,1,0,5,0.0,0,0,0.0,16,阿根廷
2020-03-10,19,0,0,1,0,2,0.0,0,0,0.0,18,阿根廷
2020-03-12,31,0,0,1,0,12,0.0,0,0,0.0,30,阿根廷
2020-03-13,34,0,0,2,0,3,0.0,0,1,0.0,32,阿根廷
2020-03-14,45,0,0,2,0,11,0.0,0,0,0.0,43,阿根廷
2020-03-15,56,0,0,2,0,11,0.0,0,0,0.0,54,阿根廷
2020-03-16,65,0,0,2,0,9,0.0,0,0,0.0,63,阿根廷
2020-03-17,79,0,0,2,0,14,0.0,0,0,0.0,77,阿根廷
2020-03-19,128,0,0,3,0,49,0.0,0,1,0.0,125,阿根廷
2020-03-20,158,0,0,3,0,30,0.0,0,0,0.0,155,阿根廷
2020-03-21,225,0,0,4,0,67,0.0,0,1,0.0,221,阿根廷
2020-03-22,265,0,0,4,0,40,0.0,0,0,0.0,261,阿根廷
2020-03-23,301,0,0,4,0,36,0.0,0,0,0.0,297,阿根廷
2020-03-24,387,0,0,6,0,86,0.0,0,2,0.0,381,阿根廷
2020-03-25,502,0,0,8,0,115,0.0,0,2,0.0,494,阿根廷
2020-03-26,589,0,72,12,0,87,0.0,72,4,0.0,505,阿根廷
2020-03-27,690,0,72,17,0,101,0.0,0,5,0.0,601,阿根廷
2020-03-28,745,0,72,19,0,55,0.0,0,2,0.0,654,阿根廷
2020-03-29,820,0,72,21,0,75,0.0,0,2,0.0,727,阿根廷
2020-03-30,966,0,72,24,0,146,0.0,0,3,0.0,870,阿根廷
2020-03-31,1054,0,240,27,0,88,0.0,168,3,0.0,787,阿根廷
2020-03-12,1,0,0,0,0,1,0.0,0,0,0.0,1,法属波利尼西亚
2020-03-26,25,0,0,0,0,24,0.0,0,0,0.0,25,法属波利尼西亚
2020-02-24,2,0,0,0,0,2,0.0,0,0,,2,巴林
2020-02-25,23,0,0,0,0,21,0.0,0,0,,23,巴林
2020-02-26,26,0,0,0,0,3,0.0,0,0,,26,巴林
2020-02-27,33,0,0,0,0,7,0.0,0,0,,33,巴林
2020-02-28,38,0,0,0,0,5,0.0,0,0,,38,巴林
2020-02-29,41,0,0,0,0,3,0.0,0,0,,41,巴林
2020-03-01,47,0,0,0,0,6,0.0,0,0,,47,巴林
2020-03-04,50,0,0,0,0,3,0.0,0,0,0.0,50,巴林
2020-03-06,56,0,0,0,0,6,0.0,0,0,0.0,56,巴林
2020-03-07,77,0,6,0,0,21,0.0,6,0,0.0,71,巴林
2020-03-09,109,0,14,0,0,32,0.0,8,0,0.0,95,巴林
2020-03-11,189,0,14,0,0,80,0.0,0,0,0.0,175,巴林
2020-03-13,210,0,44,0,0,21,0.0,30,0,0.0,166,巴林
2020-03-14,211,0,60,0,0,1,0.0,16,0,0.0,151,巴林
2020-03-15,214,0,60,0,0,3,0.0,0,0,0.0,154,巴林
2020-03-16,227,0,77,1,0,13,0.0,17,1,0.0,149,巴林
2020-03-17,237,0,81,1,0,10,0.0,4,0,0.0,155,巴林
2020-03-18,256,0,81,1,0,19,0.0,0,0,0.0,174,巴林
2020-03-19,269,0,81,1,0,13,0.0,0,0,0.0,187,巴林
2020-03-20,292,0,81,1,0,23,0.0,0,0,0.0,210,巴林
2020-03-22,334,0,149,2,0,42,0.0,68,1,0.0,183,巴林
2020-03-23,339,0,160,2,0,5,0.0,11,0,0.0,177,巴林
2020-03-24,391,0,177,2,0,52,0.0,17,0,0.0,212,巴林
2020-03-25,419,0,190,4,0,28,0.0,13,2,0.0,225,巴林
2020-03-26,457,0,204,4,0,38,0.0,14,0,0.0,249,巴林
2020-03-27,466,0,227,4,0,9,0.0,23,0,0.0,235,巴林
2020-03-28,473,0,254,4,0,7,0.0,27,0,0.0,215,巴林
2020-03-29,499,0,272,4,0,26,0.0,18,0,0.0,223,巴林
2020-03-30,515,0,279,4,0,16,0.0,7,0,0.0,232,巴林
2020-03-31,567,0,295,4,0,52,0.0,16,0,0.0,268,巴林
2020-03-22,1,0,0,0,0,1,0.0,0,0,0.0,1,莫桑比克
2020-03-24,3,0,0,0,0,2,0.0,0,0,0.0,3,莫桑比克
2020-03-25,5,0,0,0,0,2,0.0,0,0,0.0,5,莫桑比克
